st_abbv,state,strucnum,rectype,nicarid,rtsigprf,deslev,rtnum,dirsuff,hwyagncy,cnty,place,feature,strcture,location,invrte,milept,kmpt,basehwy,lrsnvrte,subrtnum,latitude,latmap,longtude,longmap,bylength,toll,mainresp,owner,funclass,year,laneson,lanesun,avgday,avdayno,yravg,designld,approw,apprdno,brimed,skew,strucflr,rail,transit,appguard,guardend,histsig,navcont,vertclr,vertclno,horclear,horclno,strcstat,onserve,undserve,material,construc,materal2,contruc2,numspan,mnspno,numapp,appno,tothorcl,tothorno,maxspan,maxsplgt,strlengt,strlngno,leftwalk,lftwlkno,ritewalk,rtwalkno,roadwid,rdwidno,deckwid,dckwdno,minverto,mvcono,refeat,minvertu,mvcuno,reffeat2,minlatu,mlcurno,minlatl,mlculno,deck,super,substruc,channel,culvert,mthdoprt,oprat,opratno,mthinvrt,invrat,invratno,strceval,deckgeo,undclear,bripost,waterade,rdalign,typeprop,doneby,length,lengno,inspdate,inspmnth,inspyear,inspfreq,inspfrno,critfrac,critund,critoth,critfrdt,critundt,crtothdt,brdimpro,brdgimno,rdimprov,rdimpno,totlcost,totcstno,impcstyr,ngbrstcd,pcntresp,bordbrno,strahwy,parstruc,dirtraf,tempdes,highinv,fedlndhy,yrrecnst,decktype,typewear,membrane,deckpro,avtraff,avtrafno,desnet,pierpro,nbisleng,scour,futdaily,futdlyno,futyear,minnav,minnavno,fedind,wahquse,stat,aster,suffrate,suffrtno,stat2,bridgecond,bridgecondcd
IA,197,000000000354130,1,1970000000003541301,4,1,00000,0,00,193,00000,DEER CREEK,EMMETT AVE,088462304,9999,0001145,1.145,0,NA,NA,42250280,42.417444,096095342,-96.164839,008,3,02,02,08,1977,02,00,000040,40,2015,0,0850,85,0,16,0,0,0,0,0,3,0,0000,0,00000,0,A,1,5,4,02,0,00,002,2,0000,0,069,6.9,00055,5.5,000107,10.7,000,0,000,0,0069,6.9,0007,0.7,9999,99.99,N,0000,0,N,000,0,000,0,6,5,5,5,N,2,547,54.7,2,455,45.5,5,5,N,5,6,6,31,1,000056,5.6,0716,07,16,24,24,N,N,N,NA,NA,NA,000151,151,000015,15,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,0000,8,8,0,0,00,0,0,NA,Y,7,000040,40,2036,0000,0,1,9050918,NA,NA,80,8,0,F,5
NY,362,000000005047209,1,3620000000050472091,1,1,00090,0,43,055,15462,RTE 383,RTE I90,JCT SH 383 & NYS THRUWAY,9999,0014642,14.642,1,0000000090,NA,43023609,43.043358,077434428,-77.728967,011,4,31,31,11,1954,04,02,029702,29702,2014,6,2260,226,3,20,0,1,0,1,1,4,N,0000,0,00000,0,A,1,1,3,02,0,00,003,3,0000,0,149,14.9,00155,15.5,000439,43.9,008,0.8,008,0.8,0149,14.9,0344,34.4,9999,99.99,H,0429,4.29,H,023,2.3,999,99.9,4,5,5,N,N,1,046,4.6,1,275,27.5,5,2,4,5,N,8,34,1,004380,438,0517,05,17,24,24,N,N,N,NA,NA,NA,003679,3679,002154,2154,005833,5833,2018,NA,NA,NA,1,N,2,NA,1,0,1975,1,6,9,0,19,19,1,NA,Y,N,030483,30483,2037,NA,NA,3,6050318,NA,NA,465,46.5,1,P,4
MN,275,49031,1,275490311,3,1,00115,0,03,097,53080,LITTLE ELK RIVER,TH 115,0.4 MI NE OF JCT TH 10,9999,0000000,0,0,NA,NA,46050339,46.084275,094291155,-94.486542,027,3,01,01,07,1979,02,00,000912,912,2008,5,1340,134,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,02,0,00,002,2,0000,0,145,14.5,00233,23.3,000473,47.3,000,0,000,0,0145,14.5,0156,15.6,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,8,N,1,568,56.8,1,339,33.9,7,9,N,5,9,9,NA,NA,NA,NA,0816,08,16,24,24,N,N,N,NA,NA,NA,NA,NA,000000,0,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,NA,1,4,0,1,09,9,0,NA,Y,5,000880,880,2029,NA,NA,2,7050517,NA,NA,989,98.9,0,G,7
MO,297,34109,1,297341091,5,1,00000,0,03,165,38000,LINE CR,NW 68TH ST,S 21 T 51 N R 33 W,9999,0000000,0,0,NA,NA,39130284,39.217456,094370771,-94.618808,002,3,04,04,16,2010,05,00,010590,10590,2016,5,1520,152,0,00,0,N,N,N,N,4,0,0000,0,00000,0,A,5,5,2,19,0,00,004,4,0000,0,076,7.6,00034,3.4,000155,15.5,015,1.5,015,1.5,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,8,1,054,5.4,1,324,32.4,8,N,N,5,8,8,NA,NA,000000,0,0416,04,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,15,15,0,NA,Y,8,020121,20121,2036,NA,NA,2,9050117,NA,*,838,83.8,0,G,8
GA,134,000000003500260,1,1340000000035002601,4,1,02001,0,03,035,00000,WOLF CREEK,WOLF CREEK ROAD,4 MI NW OF JACKSON,9999,0000444,0.444,1,NA,00,33212833,33.357869,084014501,-84.029169,012,3,02,02,07,1969,02,00,001050,1050,2012,2,0580,58,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,1,04,0,00,004,4,0000,0,082,8.2,00122,12.2,000488,48.8,000,0,000,0,0082,8.2,0093,9.3,9999,99.99,N,0000,0,N,000,0,000,0,6,6,6,7,N,1,261,26.1,1,153,15.3,4,4,N,3,6,7,NA,NA,000000,0,0616,06,16,24,24,N00,Y60,N00,NA,0416,NA,000625,625,000063,63,000938,938,2013,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,8,01,1,0,NA,Y,U,001575,1575,2032,0000,0,1,3032717,NA,NA,589,58.9,0,F,6
KY,214,006B00027N,1,214006B00027N1,3,1,00111,0,09,011,00000,WILLOW RUN BRANCH,KY-111,1.2 MI SW OF JCT KY 1944,9999,0004873,4.873,0,NA,NA,38120900,38.2025,083433700,-83.726944,031,3,01,01,07,1955,02,00,000918,918,2016,2,0550,55,0,30,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,1,19,0,00,002,2,0000,0,073,7.3,00003,0.3,000064,6.4,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,5,6,1,393,39.3,1,258,25.8,6,N,N,5,7,8,NA,NA,000000,0,0517,05,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,10,10,0,NA,Y,8,000918,918,2036,NA,NA,2,1051118,NA,*,90,9,0,F,6
TX,486,180570058102024,1,4861805700581020241,3,1,00012,0,18,113,10850,DRAIN,LP 12,0.25 MI S  OF SH 180,9999,0020994,20.994,NA,NA,NA,32444405,32.745569,096550921,-96.919225,002,3,01,01,12,1955,12,00,119180,119180,2013,0,6280,628,3,99,0,0,0,0,0,3,0,0000,0,00000,0,A,1,5,1,19,0,00,003,3,0000,0,219,21.9,00024,2.4,000082,8.2,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,999,99.9,000,0,N,N,N,7,6,5,327,32.7,5,245,24.5,6,N,N,5,6,8,NA,NA,000000,0,0416,04,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,0,1980,N,N,N,N,07,7,0,NA,Y,8,166850,166850,2033,NA,NA,4,8050918,NA,*,598,59.8,0,F,6
NH,331,017251380015300,1,3310172513800153001,3,1,00026,0,01,007,48260,CLEAR STREAM,NH 26,0.05 MI FROM ERROL TL,9999,0028894,28.894,0,NA,NA,44475853,44.799592,071125556,-71.215433,090,3,01,01,06,1926,02,00,001400,1400,2015,A,0910,91,0,18,0,1,0,0,0,3,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,010,1,00085,8.5,000091,9.1,001,0.1,001,0.1,0010,1,0011,1.1,9999,99.99,N,0000,0,N,999,99.9,000,0,8,8,7,8,N,3,782,78.2,3,602,60.2,7,5,N,5,8,8,31,1,000910,91,0316,03,16,24,24,N,N,N,NA,NA,NA,002718,2718,000200,200,003142,3142,2018,NA,0,NA,0,N,2,NA,0,0,2016,1,1,0,0,04,4,0,NA,Y,8,002072,2072,2038,0000,0,3,3052218,NA,NA,905,90.5,0,G,7
OH,395,6832695,1,39568326951,4,1,T0317,0,08,135,31472,GLACES RUN,PLEASANT VALLEY RD,S. OF LANTIS GEETING RD,9999,0007321,7.321,0,NA,NA,39373607,39.626686,084295494,-84.498594,008,3,02,02,09,2006,02,00,000234,234,2015,5,0730,73,0,00,0,1,0,0,0,4,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,073,7.3,00165,16.5,000177,17.7,000,0,000,0,0073,7.3,0073,7.3,9999,99.99,N,0000,0,N,000,0,000,0,5,5,9,9,N,0,408,40.8,0,327,32.7,5,5,N,5,8,6,NA,NA,NA,NA,1117,11,17,12,12,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,6,2,9,07,7,0,NA,Y,8,000325,325,2039,0000,0,3,9050418,NA,NA,804,80.4,0,F,5
IN,185,6300040,1,18563000401,4,1,00049,0,06,125,00000,FLAT CREEK,CR 500 E,00.09 N CR 175  N,9999,0000000,0,0,NA,NA,38265532,38.4487,087110231,-87.183975,005,3,02,02,07,1982,02,00,000252,252,2015,5,0580,58,0,30,0,1,0,0,0,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,083,8.3,00198,19.8,000204,20.4,000,0,000,0,0083,8.3,0086,8.6,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,5,N,0,408,40.8,0,327,32.7,7,5,N,5,6,6,NA,NA,000000,0,0417,04,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,2015,NA,NA,NA,0,N,2,NA,0,0,0000,2,N,0,0,12,12,0,NA,Y,8,000295,295,2035,NA,NA,1,8053018,NA,NA,954,95.4,0,G,7
PA,423,000000000019945,A,423000000000019945A,3,1,00333,2,NA,067,18680,SR 333-PA 333;DELAWARE C,SR 22-US 22,THOMPSONTOWN,1036,0035114,35.114,NA,NA,NA,40341005,40.569458,077140587,-77.234964,001,3,NA,NA,07,1972,02,04,001917,1917,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,02,NA,NA,NA,NA,NA,NA,258,25.8,00369,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,1,NA,0,NA,NA,NA,NA,NA,NA,05,5,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2053118,NA,NA,NA,NA,NA,NA,NA
KY,214,008B00059N,1,214008B00059N1,3,1,00008,0,06,015,00000,WARREL CREEK,KY-8,.20 MI EAST OF JCT KY 20,9999,0007108,7.108,0,NA,NA,39042600,39.073889,084382000,-84.638889,008,3,01,01,17,1977,02,00,001837,1837,2014,5,0670,67,0,00,0,1,1,0,0,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,059,5.9,00088,8.8,000088,8.8,002,0.2,002,0.2,0059,5.9,0064,6.4,9999,99.99,N,0000,0,N,000,0,000,0,6,6,5,4,N,1,738,73.8,1,443,44.3,5,2,N,5,7,5,34,1,000090,9,0617,06,17,24,24,N,N,N,NA,NA,NA,000076,76,000000,0,000076,76,NA,NA,NA,NA,0,N,2,NA,0,0,0000,2,6,0,0,04,4,0,NA,Y,4,001837,1837,2034,NA,NA,2,1051118,NA,NA,669,66.9,2,F,5
MN,275,27706,A,27527706A,1,1,00394,0,NA,053,43000,I 394; RAMPS,5TH ST N,0.8 MI NE OF JCT TH 94,0637,0000000,0,NA,NA,NA,44585458,44.981828,093163234,-93.27565,002,3,NA,NA,11,1986,04,04,020000,20000,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,02,NA,NA,NA,NA,NA,NA,152,15.2,00285,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,2,NA,1,NA,NA,NA,NA,NA,NA,06,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,7050718,NA,NA,NA,NA,NA,NA,NA
TX,486,221360002302058,1,4862213600023020581,2,1,00090,0,22,271,00000,MUD CREEK RELIEF,US 90,2.00 MI E OF VALVERDE C/L,9999,0003638,3.638,1,000US00900,00,29224811,29.380031,100402190,-100.67275,029,3,01,01,02,1960,02,00,003240,3240,2013,5,1280,128,0,00,0,1,1,1,1,3,0,0000,0,00000,0,A,1,9,1,19,0,00,010,10,0000,0,136,13.6,00024,2.4,000259,25.9,000,0,000,0,0136,13.6,0144,14.4,9999,99.99,N,0000,0,N,999,99.9,000,0,N,N,N,7,7,5,444,44.4,5,327,32.7,7,9,N,5,6,8,NA,NA,000000,0,0916,09,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N,2,NA,1,0,0000,1,6,8,8,15,15,0,NA,Y,8,004530,4530,2033,NA,NA,4,8050918,NA,NA,936,93.6,0,G,7
KY,214,056T00917N,C,214056T00917NC,1,7,00064,0,NA,111,00000,"I-64EB, WTHRSPOON, RMPS",I-65 NB RAMP,0.25M S OF LINCOLN BRIDGE,0683,0000221,0.221,NA,NA,NA,38152900,38.258056,085442500,-85.740278,000,3,NA,NA,11,2016,02,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,02,NA,NA,NA,NA,NA,NA,128,12.8,00518,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,1,NA,1,NA,NA,NA,NA,NA,NA,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1051118,NA,NA,NA,NA,NA,NA,NA
LA,226,032304240404702,1,2260323042404047021,2,1,00090,0,03,045,00000,SEGURA BRANCH,US0090,3.3 MI SOUTH OF LA 88,9999,0026251,26.251,1,424-04-2-0,10,30005029,30.013969,091540828,-91.9023,002,3,01,01,14,1965,02,00,017900,17900,2016,5,1160,116,1,00,0,0,1,1,1,5,0,0000,0,00000,0,A,1,5,1,01,0,00,005,5,0000,0,085,8.5,00061,6.1,000305,30.5,005,0.5,005,0.5,0085,8.5,0102,10.2,9999,99.99,N,0000,0,N,000,0,000,0,6,6,7,7,N,2,898,89.8,2,553,55.3,6,3,N,5,8,8,31,1,000039,3.9,0816,08,16,24,24,N,Y60,N,NA,0414,NA,000332,332,NA,NA,000498,498,2016,NA,NA,NA,0,L,1,NA,1,0,0000,1,0,0,0,19,19,1,NA,Y,8,012636,12636,2036,NA,NA,2,2050918,NA,NA,788,78.8,2,F,6
OK,406,130710000000000,1,4061307100000000001,1,1,00044,0,03,081,00000,SLWC R.R. UNDER,TURNER TP (I-44),23.6 MI N E JCT I-35,9999,0011585,11.585,1,NA,01,35412037,35.688992,097011700,-97.021389,161,2,31,31,01,1953,04,00,024900,24900,2016,5,2530,253,3,45,0,1,1,1,1,5,N,0000,0,00000,0,A,1,2,4,02,0,00,003,3,0000,0,219,21.9,00168,16.8,000433,43.3,000,0,000,0,0021,2.1,0228,22.8,9999,99.99,R,0000,0,H,064,6.4,027,2.7,7,7,7,N,N,2,445,44.5,2,327,32.7,7,7,N,5,N,8,31,1,004330,433,0916,09,16,24,24,N,N,N,NA,NA,NA,000541,541,000812,812,001552,1552,2015,NA,0,_,1,N,2,NA,1,0,0000,1,1,0,0,36,36,1,1,Y,N,039840,39840,2036,0000,0,4,0051618,NA,NA,75,7.5,0,G,7
WV,543,00000000004A170,1,54300000000004A1701,2,1,01900,0,07,007,00000,LITTLE BIRCH RIVER,US 19,0.06 MI S OF CO 38,9999,0005921,5.921,1,0000000019,00,38343760,38.577111,080441558,-80.737661,000,3,01,01,02,1970,03,00,010600,10600,2012,9,1460,146,0,25,0,1,1,1,0,5,0,0000,0,00000,0,A,1,5,4,02,4,02,001,1,0002,2,143,14.3,00172,17.2,000462,46.2,003,0.3,003,0.3,0143,14.3,0155,15.5,9999,99.99,N,0000,0,N,999,99.9,000,0,7,7,6,8,N,1,644,64.4,1,381,38.1,6,5,N,5,9,8,NA,NA,000000,0,0115,01,15,48,48,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,R,1,NA,1,0,1998,1,0,0,1,10,10,0,NA,Y,8,015474,15474,2032,NA,NA,5,4052616,NA,NA,99,9.9,0,F,6
CA,069,42C0553,1,06942C05531,4,0,00000,0,06,019,00000,FRESNO SLOUGH OVERFLOW,W KAMM AVE,2.1 MI E LASSEN AVE,9999,0000000,0,0,NA,00,36315387,36.531631,120034209,-120.061692,029,3,02,02,07,1978,02,00,001100,1100,2004,5,0007,0.7,0,23,0,1,0,1,1,5,0,0000,0,00000,0,A,1,5,2,01,0,00,004,4,0000,0,085,8.5,00073,7.3,000274,27.4,000,0,000,0,0085,8.5,0094,9.4,9999,99.99,N,0000,0,N,000,0,000,0,7,7,8,7,N,1,836,83.6,1,502,50.2,7,5,N,5,8,8,NA,NA,NA,NA,1215,12,15,48,48,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,2007,1,0,0,0,05,5,0,NA,Y,5,001291,1291,2037,NA,NA,0,6050217,NA,NA,898,89.8,0,G,7
MO,297,20836,1,297208361,4,1,00277,0,04,161,48296,BR OF SPRING CR,COUNTY RD 8410,S 5 T 38 N R 8 W,9999,0000805,0.805,0,NA,NA,38023444,38.0429,091493576,-91.8266,016,3,02,02,09,1900,02,00,000040,40,2018,0,0730,73,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,1,19,0,00,002,2,0000,0,081,8.1,00043,4.3,000088,8.8,000,0,000,0,0081,8.1,0087,8.7,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,6,5,2,495,49.5,2,324,32.4,5,6,N,5,7,6,NA,NA,000000,0,0118,01,18,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,8,0,0,10,10,0,NA,Y,5,000052,52,2038,NA,NA,2,9050718,NA,NA,86,8.6,0,F,5
TN,474,38SR0540013,1,47438SR05400131,3,1,00054,0,04,075,00000,OVERFLOW,FAS 54,NEAR OWL CITY,9999,0035374,35.374,0,NA,NA,35425000,35.713889,089124910,-89.213639,061,3,01,01,07,1984,02,00,001250,1250,2017,5,1050,105,0,00,0,1,0,0,1,5,0,0000,0,00000,0,A,1,5,6,02,0,00,002,2,0000,0,104,10.4,00114,11.4,000228,22.8,000,0,000,0,0104,10.4,0011,1.1,9999,99.99,N,0000,0,N,000,0,000,0,5,7,5,7,N,1,702,70.2,1,324,32.4,5,6,N,5,6,8,NA,NA,NA,NA,1117,11,17,24,24,N,Y60,N,NA,0915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,2,1,0,1,08,8,0,NA,Y,5,001952,1952,2037,NA,NA,4,7052518,NA,NA,827,82.7,0,F,5
NY,362,000000001074861,1,3620000000010748611,3,1,00086,0,64,101,18267,RELOC WINFIELD ST,RTE I86,1MI W RT414 & WINFIELD ST,9999,0075028,75.028,1,0000000086,NA,42094567,42.162686,077033561,-77.059892,001,3,01,01,11,1994,03,02,016319,16319,2014,6,1430,143,0,56,0,1,0,1,1,5,N,0000,0,00000,0,A,1,1,3,02,0,00,001,1,0000,0,142,14.2,00368,36.8,000375,37.5,000,0,000,0,0141,14.1,0015,1.5,9999,99.99,H,0475,4.75,H,032,3.2,000,0,6,6,6,N,N,1,708,70.8,1,327,32.7,6,4,5,5,N,8,34,1,003740,374,0716,07,16,24,24,N,N,N,NA,NA,NA,001758,1758,001030,1030,002788,2788,2018,NA,NA,NA,1,L,1,NA,1,0,0000,1,2,0,1,21,21,1,NA,Y,N,000000,0,2034,NA,NA,3,6050318,NA,NA,942,94.2,0,F,6
NY,362,000000001031281,1,3620000000010312811,1,1,00081,0,91,007,42653,EAST HILL ROAD,RTE I81,2.1MI N JCT RTS I-81 + 26,9999,0056589,56.589,1,0000000081,NA,42240300,42.400833,076003585,-76.009958,001,3,01,01,01,2011,02,02,010338,10338,2011,A,1190,119,0,28,0,1,1,1,1,5,N,0000,0,00000,0,A,1,1,3,02,0,00,001,1,0000,0,012,1.2,00226,22.6,000241,24.1,000,0,000,0,0012,1.2,0129,12.9,9999,99.99,H,0444,4.44,H,012,1.2,000,0,8,8,8,N,N,1,744,74.4,1,445,44.5,8,6,4,5,N,8,34,1,000024,2.4,0817,08,17,24,24,N,N,N,NA,NA,NA,001354,1354,000793,793,002146,2146,2018,NA,NA,NA,1,L,1,NA,1,0,0000,1,2,0,1,25,25,1,NA,Y,N,000000,0,2031,NA,NA,3,6050318,NA,NA,955,95.5,0,G,8
GA,134,000000003100290,1,1340000000031002901,3,1,00067,0,05,031,73256,LITTLE LOTTS CREEK,SR 67,IN CITY LIMIT STATESBORO,9999,0003101,3.101,1,NA,00,32260708,32.4353,081465746,-81.782628,003,3,01,01,16,1935,02,00,010400,10400,2011,2,1070,107,0,25,0,0,N,N,N,5,0,0000,0,00000,0,A,5,5,1,19,0,00,003,3,0000,0,106,10.6,00003,0.3,000098,9.8,015,1.5,015,1.5,0107,10.7,0169,16.9,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,6,1,306,30.6,1,018,1.8,4,4,N,5,6,8,NA,NA,000000,0,0316,03,16,24,24,N00,N00,N00,NA,NA,NA,000125,125,000013,13,000188,188,2013,NA,NA,NA,0,N,2,NA,0,0,1946,N,N,N,N,01,1,0,NA,Y,8,015600,15600,2031,0000,0,1,3050418,NA,NA,763,76.3,0,F,6
MA,251,W030403KEMUNNBI,1,251W030403KEMUNNBI1,5,1,00000,0,05,021,72495,WATER MEMORIAL POND OTLT,HWY   SCHOOL ST,.2 MI S OF RTE 27,9999,0000483,0.483,0,0000000000,00,42084600,42.146111,071145697,-71.249158,002,3,03,03,17,1924,02,00,007760,7760,2017,0,0730,73,0,00,0,0,0,0,0,4,0,0000,0,00000,0,P,5,5,1,11,0,00,001,1,0000,0,078,7.8,00064,6.4,000064,6.4,023,2.3,028,2.8,0078,7.8,0148,14.8,9999,99.99,N,0000,0,N,000,0,000,0,N,7,7,6,N,2,338,33.8,2,255,25.5,6,2,N,5,8,7,35,1,000007,0.7,0717,07,17,24,24,N,Y36,N,NA,0817,NA,000358,358,000036,36,000538,538,2018,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,06,6,0,NA,Y,5,010265,10265,2032,0000,0,2,5052918,NA,NA,711,71.1,2,G,7
NC,374,000000000850057,B,374000000000850057B,3,1,00095,0,NA,085,00000,SR1002,I95N,0.2 MI.W. OFJCT.SR1811,0467,0113942,113.942,NA,NA,NA,35161275,35.270208,078370121,-78.617003,199,3,NA,NA,01,1955,00,02,022000,22000,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,02,NA,NA,NA,NA,NA,NA,132,13.2,00155,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,1,NA,1,NA,NA,NA,NA,NA,NA,23,23,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7050418,NA,NA,NA,NA,NA,NA,NA
NH,331,015000900012100,1,3310150009000121001,3,0,00000,0,01,009,42020,MILL BROOK,LYMAN ROAD,.59 MI N.W. JCT. 302,9999,0000866,0.866,0,NA,NA,44143837,44.243992,071531042,-71.886228,008,3,01,01,08,1974,02,00,000610,610,2014,5,0640,64,0,20,0,0,0,1,0,3,0,0000,0,00000,0,A,1,5,1,07,0,00,001,1,0000,0,089,8.9,00082,8.2,000091,9.1,001,0.1,001,0.1,0089,8.9,0099,9.9,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,7,N,1,524,52.4,1,315,31.5,7,5,N,5,8,8,31,1,000910,91,0416,04,16,24,24,N,N,N,NA,NA,NA,002718,2718,000200,200,003142,3142,2018,NA,0,NA,0,N,2,NA,0,0,0000,1,2,0,0,10,10,0,NA,Y,8,000902,902,2038,0000,0,3,3052218,NA,NA,965,96.5,0,G,7
MI,265,000000000008597,1,2650000000000085971,3,1,00115,0,03,133,53660,MUSKEGON RIVER,M-115,0.2 MI NW OF CLARE COL,3048,0029011,29.011,1,0000012902,09,43590954,43.985983,085052402,-85.090006,005,3,01,01,02,1939,02,00,004707,4707,2007,5,1340,134,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,02,0,00,004,4,0000,0,134,13.4,00158,15.8,000061,6.1,000,0,000,0,0134,13.4,0144,14.4,9999,99.99,N,0000,0,N,999,99.9,000,0,6,6,6,8,N,6,632,63.2,6,376,37.6,6,7,N,5,7,6,NA,NA,NA,NA,0617,06,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,0,1991,1,5,0,1,16,16,1,NA,Y,7,005062,5062,2018,NA,NA,2,6050318,NA,NA,989,98.9,0,F,6
NY,362,000000003318480,1,3620000000033184801,8,0,00000,0,44,069,61544,HEMLOCK OUTLET,REED ROAD,IN RICHMOND MILLS,9999,0002848,2.848,0,NA,NA,42492469,42.823525,077341299,-77.570275,006,3,02,02,09,1949,02,00,000320,320,2015,9,0910,91,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,092,9.2,00158,15.8,000174,17.4,000,0,000,0,0092,9.2,0101,10.1,9999,99.99,N,0000,0,N,000,0,000,0,7,8,6,7,N,0,838,83.8,0,408,40.8,6,6,N,5,6,7,34,1,001730,173,0817,08,17,24,24,N,N,N,NA,NA,NA,000723,723,000423,423,001146,1146,2018,NA,NA,NA,0,N,2,NA,0,0,2005,1,1,0,0,06,6,0,NA,Y,8,000323,323,2037,NA,NA,3,6050318,NA,NA,999,99.9,0,F,6
